Year B Third Sunday of Easter

Psalm of the Day

Lift Up the Light (Smith/Somerville)	CBW 95
Lord, Let Your Face (Guimont)	G3 1068, GC2 879, LPMG 47
Lord, Let Your Face (Haugen)	RS 30
Lord, Let Your Face (Hunstiger)	SS
Lord, Let Your Face (Joncas)	LPGA B48, PMB 620, PRM B59, WS
Lord, Let Your Face (Krisman)	W4 1083
Lord, Let Your Face (LeBlanc/Gelineau)	LPGG 845, RS 29, RS2 1169, W3 840
Lord, Let Your Face (Schiavone)	JS 925, LP 69
Shine Your Face on Us	PSL B-78, SS
Suggested Common Psalm: Psalm (117) 118
See the Second Sunday of Easter.

Songs for the Liturgy

Title	Ref	Choices
Song of the Body of Christ/Canción del Cuerpo de Cristo	G	BB-MI 325, G3 924, GC2 807, RS 924, RS2 1042, WC 668, WS
That Easter Day with Joy Was Bright	1,G	CBW 392, G3 542, GC2 461, RS 599, RS2 619, SS, W3 457, W4 514
*They Disbelieved for Joy	G	W4 513
Thine Be the Glory, v. 2	G	WC 596, WS
Through the Mystery of Death	1,G	GP 451
*Touch Me and See	G	PSL B-79, SS
*Two Were Bound for Emmaus	G	BB-MI 165, SPS 187
We Who Once Were Dead	G	CBW 402
When We Eat This Bread	G	BB-MI 342, GP 510, JS 823
*Who Are You Who Walk in Sorrow?	G	PMB 401, SS, W4 506, WC 821, WS
You Are the Voice	1	CBW 576, G3 609, GC2 538, RS 659
